-54 -34
-54 -34
-54 -34
-54 -33
-54 -34
-54 -35
-54 -34
-54 -35
-54 -35
-4104 -2660
-810 -540
-432 -288
-270 -180
-212 -144
-159 -114
-162 -111
-108 -76
-106 -76
-106 -76
-53 -39
-53 -39
-53 -39
-53 -39
-53 -39
-53 -39
-53 -40
-53 -40
-53 -39
-53 -40
-1537 -1160
-583 -451
-371 -287
-265 -205
-212 -164
-156 -126
-104 -84
-106 -82
-104 -82
-106 -84
-53 -43
-53 -42
-52 -42
-53 -42
-52 -43
-53 -43
-53 -43
-53 -43
-53 -43
-13000 -10750
-901 -731
-468 -396
-312 -264
-208 -176
-159 -132
-156 -132
-104 -88
-104 -88
-104 -90
-52 -45
-53 -45
-52 -45
-52 -45
-52 -45
-52 -46
-52 -45
-52 -45
-51 -44
-52 -45
-2080 -1840
-612 -552
-357 -322
-260 -230
-208 -188
-153 -141
-153 -138
-102 -94
-102 -92
-104 -94
-51 -47
-51 -47
-51 -46
-51 -47
-51 -47
-51 -48
-50 -48
-51 -47
-51 -47
-51 -48
-1071 -987
-510 -470
-300 32474
-204 -192
-153 -144
-150 -144
-100 -96
-100 -98
-102 -96
-50 -48
-50 -48
-51 -48
-51 -49
-50 -49
-50 -48
-50 -49
-50 -48
-50 -49
-50 -49
-2900 -2842
-700 -700
-400 -400
-250 -250
-196 -196
-150 -147
-150 -147
-100 -100
-100 -98
-98 -100
-49 -49
-49 -50
-49 -50
-49 -50
-49 -50
-48 -50
-48 -50
-49 -50
-49 -51
-49 -50
-1248 -1300
-539 -561
-343 -357
-245 -255
-192 -200
-144 -153
-96 -104
-96 -104
-96 -102
-94 -102
-48 -51
-47 -52
-47 -51
-47 -51
-47 -51
-47 -51
-47 -51
-47 -52
-47 -52
-5875 -6375
-752 -832
-423 -468
-282 -306
-188 -204
-141 -150
-141 -153
-92 -104
-92 -102
-92 -102
-46 -52
-46 -52
-45 -52
-46 -51
-45 -52
-45 -53
-46 -52
-45 -52
-44 -52
-44 -52
-1530 -1802
-540 -624
-308 -364
-220 -260
-176 -212
-132 -156
-88 -106
-88 -106
-86 -106
-86 -106
-44 -53
-43 -53
-43 -53
-43 -52
-42 -54
-43 -53
-42 -53
-42 -53
-42 -53
-42 -54
-840 -1060
-369 -477
-246 -324
-164 -212
-126 -162
-123 -159
-82 -106
-82 -106
-80 -106
-41 -53
-40 -54
-40 -54
-40 -54
-40 -53
-40 -54
-40 -54
-39 -54
-38 -54
-38 -54
-1976 -2756
-532 -756
-296 -432
-185 -270
-148 -216
-111 -162
-108 -162
-72 -106
-72 -108
-72 -108
-36 -54
-35 -54
-35 -54
-34 -54
-35 -54
-34 -54
-34 -54
-34 -54
-34 -54
-34 -54
-825 -1375
-330 -550
-224 -385
-155 -270
-128 -216
-96 -165
-62 -110
-60 -110
-60 -110
-60 -110
-30 -54
-29 -55
-29 -55
-28 -54
-28 -55
-28 -55
-27 -55
-26 -55
-26 -55
-2886 -6105
-400 -880
-200 -440
-150 -330
-100 -220
-72 -168
-69 -165
-46 -110
-46 -110
-44 -110
-22 -55
-21 -55
-20 -55
-20 -55
-20 -56
-19 -56
-19 -55
-18 -56
-18 -55
-16 -55
-561 -1815
-192 -672
-105 -385
-75 -275
-60 -220
-42 -168
-26 -112
-24 -112
-24 -112
-22 -112
-10 -56
-10 -56
-9 -56
-9 -56
-8 -56
-7 -56
-7 -56
-6 -56
-6 -56
-5 -56
-100 -1140
-45 -504
-24 -336
-12 -224
-9 -168
-6 -168
-2 -112
-2 -114
0 -112
0 -57
0 -56
0 -57
0 -57
0 -57
0 -57
0 -57
0 -57
0 -57
0 -57
0 -2964
0 -798
0 -456
0 -285
0 -228
0 -171
0 -171
0 -114
0 -114
0 -114
0 16326
0 -57
0 -57
0 -57
0 -57
-51 -47
-56 -36
-57 -28
-57 -21
-57 -14
-1400 -200
-616 -44
-399 -7
-285 0
-224 0
-171 0
-112 0
-114 0
-112 0
-112 0
-56 0
-56 0
-56 0
-56 0
-56 0
-56 0
-57 0
-57 0
-56 0
-7000 0
-912 0
-504 0
-336 0
-224 0
-168 0
-168 0
-112 -2
-114 -6
-112 -6
-56 -4
-56 -3
-57 -4
-56 -4
-56 -5
-56 -5
-55 -7
-56 -7
-56 -7
-56 -8
-1960 -315
-672 -108
-392 -63
-280 -50
-224 -40
-168 -33
-110 -22
-110 -24
-112 -24
-112 -26
-56 -14
-55 -15
-55 -15
-55 -16
-55 -16
-55 -17
-55 -18
-55 -18
-56 -18
-55 -19
-1120 -380
-550 -200
-330 -120
-224 -80
-165 -63
-165 -63
-110 -44
-110 -44
-110 -46
-55 -23
-55 -24
-55 -24
-55 -25
-55 -24
-54 -25
-55 -26
-55 -26
-54 -27
-55 -27
-3190 -1566
-756 -392
-432 -224
-275 -145
-216 -116
